,,,,,,,,gene_symbol
,,,,,,,,UBE2D3
,,,,,,,,PARK7
,,,,,,,,ETV6
,,,,,,,,DR1
,,,,,,,,ISG15
,,,,,,,,CRK
,,,,,,,,DRG1
,,,,,,,,EPB41
,,,,,,,,DKFZP586I1420
,,,,,,,,LOC100652936
,,,,,,,,ATP6V0E1
,,,,,,,,YWHAE
,,,,,,,,BIRC2
,,,,,,,,YWHAG
,,,,,,,,SNORD3C
,,,,,,,,CGGBP1
,,,,,,,,PSAP
,,,,,,,,APLP2
,,,,,,,,CHMP5
,,,,,,,,RBX1
,,,,,,,,IRF9
,,,,,,,,HLA-A
,,,,,,,,VPS29
,,,,,,,,TNPO3
,,,,,,,,VTRNA1-1
,,,,,,,,TMEM59
,,,,,,,,OSTC
,,,,,,,,C6orf62
,,,,,,,,PCNA
,,,,,,,,STAT1
,,,,,,,,RAB2A
,,,,,,,,LACTB2
,,,,,,,,MT2A
,,,,,,,,CEBPZ
,,,,,,,,CHD1
,,,,,,,,ROCK1
,,,,,,,,SAT1
,,,,,,,,NDUFV2
,,,,,,,,SERPINB6
,,,,,,,,BUB3
,,,,,,,,PSMA6
,,,,,,,,BIVM-ERCC5
,,,,,,,,TOMM6
,,,,,,,,NDUFA6
,,,,,,,,EID1
,,,,,,,,MIER1
,,,,,,,,AP1B1
,,,,,,,,KLC1
,,,,,,,,GUF1
,,,,,,,,MYSM1
,,,,,,,,XPO6
,,,,,,,,C1orf52
,,,,,,,,H3F3B
,,,,,,,,NAPA
,,,,,,,,CHTF8
,,,,,,,,BAZ1A
,,,,,,,,ACTR3
,,,,,,,,UBXN4
,,,,,,,,PHC3
,,,,,,,,RBMS1
,,,,,,,,HNRNPC
,,,,,,,,RAB31
,,,,,,,,HSP90AB1
,,,,,,,,RNF6
,,,,,,,,NUDT5
,,,,,,,,RAB11A
,,,,,,,,AMZ2
,,,,,,,,DNAJC2
,,,,,,,,TFG
,,,,,,,,C3orf38
,,,,,,,,PSMB4
,,,,,,,,ERBB2IP
,,,,,,,,RLIM
,,,,,,,,RNF213
,,,,,,,,CYLD
,,,,,,,,WBP4
,,,,,,,,ASXL2
,,,,,,,,API5
,,,,,,,,CSK
,,,,,,,,SARS
,,,,,,,,KIN
,,,,,,,,LCE3D
,,,,,,,,CYBB
,,,,,,,,EIF3A
,,,,,,,,JHDM1D
,,,,,,,,KPNB1
,,,,,,,,TRIP12
,,,,,,,,CCDC50
,,,,,,,,KIF5B
,,,,,,,,RNPS1
,,,,,,,,HLA-A
,,,,,,,,HLA-A
,,,,,,,,PHACTR4
,,,,,,,,SPRED1
,,,,,,,,TMBIM4
,,,,,,,,DEK
,,,,,,,,RIPK1
,,,,,,,,CHD2
,,,,,,,,PSMA7
,,,,,,,,SPECC1L
,,,,,,,,PARP14
,,,,,,,,LOC100507217
,,,,,,,,TRPC4AP
,,,,,,,,FAM192A
,,,,,,,,EIF2S2
,,,,,,,,CYB5B
,,,,,,,,MORF4L2
,,,,,,,,PSMA4
,,,,,,,,GPBP1
,,,,,,,,DDRGK1
,,,,,,,,GNAI3
,,,,,,,,EIF2A
,,,,,,,,HSPA5
,,,,,,,,GBF1
,,,,,,,,PLS3
,,,,,,,,N4BP2L2
,,,,,,,,HSPA8
,,,,,,,,DIS3
,,,,,,,,NDUFA13
,,,,,,,,RER1
,,,,,,,,PARP4
,,,,,,,,RIPK2
,,,,,,,,C20orf11
,,,,,,,,ATXN7L3
,,,,,,,,GBP2
,,,,,,,,CHMP1B
,,,,,,,,CENPC1
,,,,,,,,CLIC4
,,,,,,,,MRPL42
,,,,,,,,HECTD1
,,,,,,,,AFTPH
,,,,,,,,ACSL4
,,,,,,,,SUB1
,,,,,,,,RARS
,,,,,,,,PANK3
,,,,,,,,UBA1
,,,,,,,,USP16
,,,,,,,,GTF3C6
,,,,,,,,PSMC2
,,,,,,,,PRPF4B
,,,,,,,,POLR1D
,,,,,,,,PPP2R5C
,,,,,,,,MYH9
,,,,,,,,DDX6
,,,,,,,,PSMD7
,,,,,,,,IFI6
,,,,,,,,ADAP2
,,,,,,,,CSNK1A1
,,,,,,,,UQCR10
,,,,,,,,RUFY3
,,,,,,,,MTA2
,,,,,,,,SLTM
,,,,,,,,PPA1
,,,,,,,,ZCCHC6
,,,,,,,,MCL1
,,,,,,,,CCNL1
,,,,,,,,C3orf37
,,,,,,,,TFCP2
,,,,,,,,SPPL2A
,,,,,,,,C5orf15
,,,,,,,,CTSA
,,,,,,,,CAPN2
,,,,,,,,C1QBP
,,,,,,,,GJB5
